"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Sep 30 2011","2455835","339076801","310.2","2.81e-7","3.20e-8","-1.99","0","90.54","1e-8","0","bin165.log"
"Oct 07 2011","2455843","339681601","426.29","3.25e-7","3.20e-8","-1.99","0","97.43","1e-8","0","bin166.log"
"Oct 14 2011","2455850","340286401","343.02","2.70e-7","2.90e-8","-1.99","0","104.35","1e-8","0","bin167.log"
"Oct 21 2011","2455857","340891201","1473.86","7.94e-7","4.60e-8","-1.99","0","111.31","1e-8","0","bin168.log"
"Oct 28 2011","2455864","341496001","563.91","3.97e-7","3.50e-8","-1.99","0","118.29","1e-8","0","bin169.log"
"Nov 04 2011","2455870","342100801","272.95","2.60e-7","3.10e-8","-1.99","0","125.27","1e-8","0","bin170.log"
"Nov 11 2011","2455877","342705601","148.67","1.46e-7","2.40e-8","-1.99","0","132.20","1e-8","0","bin171.log"
"Nov 18 2011","2455884","343310401","142.81","1.73e-7","2.70e-8","-1.99","0","139.00","1e-8","0","bin172.log"
"Nov 25 2011","2455891","343915201","276.85","2.32e-7","2.80e-8","-1.99","0","145.48","1e-8","0","bin173.log"
"Dec 02 2011","2455899","344520001","156.99","1.61e-7","2.50e-8","-1.99","0","151.38","1e-8","0","bin174.log"
"Dec 09 2011","2455906","345124801","365.21","2.85e-7","2.90e-8","-1.99","0","156.18","1e-8","0","bin175.log"
"Dec 16 2011","2455913","345729601","270.99","2.41e-7","2.90e-8","-1.99","0","159.09","1e-8","0","bin176.log"
"Dec 23 2011","2455920","346334401","303.35","2.22e-7","2.70e-8","-1.99","0","159.35","1e-8","0","bin177.log"
"Dec 30 2011","2455927","346939201","289.11","2.58e-7","3.00e-8","-1.99","0","156.98","1e-8","0","bin178.log"
"Jan 06 2012","2455933","347544001","332.81","2.91e-7","3.30e-8","-1.99","0","152.81","1e-8","0","bin179.log"
"Jan 13 2012","2455940","348148801","137.04","1.54e-7","2.40e-8","-1.99","0","147.68","1e-8","0","bin180.log"
"Jan 20 2012","2455947","348753601","122","1.07e-7","2.04e-8","-1.99","0","142.13","1e-8","0","bin181.log"
"Jan 27 2012","2455954","349358401","188.82","1.97e-7","2.70e-8","-1.99","0","136.46","1e-8","0","bin182.log"
"Feb 03 2012","2455960","349963201","638.38","4.22e-7","3.60e-8","-1.99","0","130.82","1e-8","0","bin183.log"
"Feb 10 2012","2455967","350568001","290.02","2.36e-7","2.70e-8","-1.99","0","125.27","1e-8","0","bin184.log"
"Feb 17 2012","2455974","351172801","211.13","1.88e-7","2.70e-8","-1.99","0","119.84","1e-8","0","bin185.log"
"Feb 24 2012","2455981","351777601","654.15","4.44e-7","3.70e-8","-1.99","0","114.54","1e-8","0","bin186.log"
"Mar 02 2012","2455990","352382401","518.1","3.60e-7","3.50e-8","-1.99","0","109.34","1e-8","0","bin187.log"
"Mar 09 2012","2455997","352987201","472.16","2.67e-7","2.50e-8","-1.99","0","104.22","1e-8","0","bin188.log"
"Mar 16 2012","2456004","353592001","520.06","3.45e-7","3.10e-8","-1.99","0","99.13","1e-8","0","bin189.log"
"Mar 23 2012","2456011","354196801","777.65","4.51e-7","3.60e-8","-1.99","0","94.04","1e-8","0","bin190.log"
"Mar 30 2012","2456018","354801601","427.86","3.22e-7","3.20e-8","-1.99","0","88.90","1e-8","0","bin191.log"
"Apr 06 2012","2456024","355406401","345.31","2.78e-7","3.00e-8","-1.99","0","83.69","1e-8","0","bin192.log"
"Apr 13 2012","2456031","356011201","360.23","2.55e-7","2.80e-8","-1.99","0","78.36","1e-8","0","bin193.log"
"Apr 20 2012","2456038","356616001","499.73","3.80e-7","3.80e-8","-1.99","0","72.89","1e-8","0","bin194.log"
"Apr 27 2012","2456045","357220801","679.41","3.96e-7","3.30e-8","-1.99","0","67.26","1e-8","0","bin195.log"
"May 04 2012","2456053","357825601","765.32","4.40e-7","3.40e-8","-1.99","0","61.46","1e-8","0","bin196.log"
"May 11 2012","2456060","358430401","582.99","3.45e-7","3.20e-8","-1.99","0","55.49","1e-8","0","bin197.log"
"May 18 2012","2456067","359035201","358.96","2.55e-7","2.90e-8","-1.99","0","49.36","1e-8","0","bin198.log"
"May 25 2012","2456074","359640001","810.81","4.25e-7","3.30e-8","-1.99","0","43.11","1e-8","0","bin199.log"
"Jun 01 2012","2456080","360244801","603.15","3.61e-7","3.40e-8","-1.99","0","36.81","1e-8","0","bin200.log"
"Jun 08 2012","2456087","360849601","464.69","3.24e-7","3.20e-8","-1.99","0","30.58","1e-8","0","bin201.log"
"Jun 15 2012","2456094","361454401","223.4","2.02e-7","2.80e-8","-1.99","0","24.64","1e-8","0","bin202.log"
"Jun 22 2012","2456101","362059201","448.9","2.98e-7","3.00e-8","-1.99","0","19.45","1e-8","0","bin203.log"
"Jun 29 2012","2456108","362664001","577.11","3.86e-7","3.30e-8","-1.99","0","15.94","1e-8","0","bin204.log"
"Jul 06 2012","2456116","363268801","1368.3","6.39e-7","3.70e-8","-1.99","0","15.41","1e-8","0","bin205.log"
"Jul 13 2012","2456123","363873601","381.41","3.16e-7","3.30e-8","-1.99","0","18.15","1e-8","0","bin206.log"
"Jul 20 2012","2456130","364478401","270.51","2.52e-7","3.00e-8","-1.99","0","23.00","1e-8","0","bin207.log"
"Jul 27 2012","2456137","365083201","363.1","2.98e-7","3.20e-8","-1.99","0","28.89","1e-8","0","bin208.log"
"Aug 03 2012","2456143","365688001","1587.98","8.06e-7","4.50e-8","-1.99","0","35.26","1e-8","0","bin209.log"
"Aug 10 2012","2456150","366292801","456.96","3.19e-7","3.10e-8","-1.99","0","41.85","1e-8","0","bin210.log"
"Aug 17 2012","2456157","366897601","894.92","5.38e-7","4.00e-8","-1.99","0","48.55","1e-8","0","bin211.log"
"Aug 24 2012","2456164","367502401","437.46","3.26e-7","3.20e-8","-1.99","0","55.30","1e-8","0","bin212.log"
"Aug 31 2012","2456171","368107201","334.73","2.78e-7","3.10e-8","-1.99","0","62.08","1e-8","0","bin213.log"
"Sep 07 2012","2456177","368712001","1032.34","5.98e-7","4.10e-8","-1.99","0","68.86","1e-8","0","bin214.log"
"Sep 14 2012","2456184","369316801","1094.41","6.34e-7","4.40e-8","-1.99","0","75.66","1e-8","0","bin215.log"
"Sep 21 2012","2456191","369921601","345.89","2.64e-7","2.80e-8","-1.99","0","82.48","1e-8","0","bin216.log"
"Sep 28 2012","2456198","370526401","1072.78","4.02e-7","2.60e-8","-1.99","0","89.32","1e-8","0","bin217.log"
"Oct 05 2012","2456206","371131201","362.33","2.65e-7","3.00e-8","-1.99","0","96.20","1e-8","0","bin218.log"
"Oct 12 2012","2456213","371736001","454.59","3.18e-7","3.00e-8","-1.99","0","103.12","1e-8","0","bin219.log"
"Oct 19 2012","2456220","372340801","135.98","1.42e-7","2.30e-8","-1.99","0","110.07","1e-8","0","bin220.log"
